Fecha Tiempo,Lluvia (mm)  #21560958
03/21/2023 05:05:420,0.00
03/21/2023 05:10:420,0.00
03/21/2023 05:15:420,0.00
03/21/2023 05:20:420,0.00
03/21/2023 05:25:420,0.00
03/21/2023 05:30:420,0.00
03/21/2023 05:35:420,0.00
03/21/2023 05:40:420,0.00
03/21/2023 05:45:420,0.00
03/21/2023 05:50:420,0.00
03/21/2023 05:55:420,0.00
03/21/2023 06:00:420,0.00
03/21/2023 06:05:420,0.00
03/21/2023 06:10:420,0.00
03/21/2023 06:15:420,0.00
03/21/2023 06:20:420,0.00
03/21/2023 06:25:420,0.00
03/21/2023 06:30:420,0.00
03/21/2023 06:35:420,0.00
03/21/2023 06:40:420,0.00
03/21/2023 06:45:420,0.00
03/21/2023 06:50:420,0.00
03/21/2023 06:55:420,0.00
03/21/2023 07:00:420,0.00
03/21/2023 07:05:420,0.00
03/21/2023 07:10:420,0.00
03/21/2023 07:15:420,0.00
03/21/2023 07:20:420,0.00
03/21/2023 07:25:420,0.00
03/21/2023 07:30:420,0.00
03/21/2023 07:35:420,0.00
03/21/2023 07:40:420,0.00
03/21/2023 07:45:420,0.00
03/21/2023 07:50:420,0.00
03/21/2023 07:55:420,0.00
03/21/2023 08:00:420,0.00
03/21/2023 08:05:420,0.00
03/21/2023 08:10:420,0.00
03/21/2023 08:15:420,0.00
03/21/2023 08:20:420,0.00
03/21/2023 08:25:420,0.00
03/21/2023 08:30:420,0.00
03/21/2023 08:35:420,0.00
03/21/2023 08:40:420,0.00
03/21/2023 08:45:420,0.00
03/21/2023 08:50:420,0.00
03/21/2023 08:55:420,0.00
03/21/2023 09:00:420,0.00
03/21/2023 09:05:420,0.00
03/21/2023 09:10:420,0.00
03/21/2023 09:15:420,0.00
03/21/2023 09:20:420,0.00
03/21/2023 09:25:420,0.00
03/21/2023 09:30:420,0.00
03/21/2023 09:35:420,0.00
03/21/2023 09:40:420,0.00
03/21/2023 09:45:420,0.00
03/21/2023 09:50:420,0.00
03/21/2023 09:55:420,0.00
03/21/2023 10:00:420,0.00
03/21/2023 10:05:420,0.00
03/21/2023 10:10:420,0.00
03/21/2023 10:15:420,0.00
03/21/2023 10:20:420,0.00
03/21/2023 10:25:420,0.00
03/21/2023 10:30:420,0.00
03/21/2023 10:35:420,0.00
03/21/2023 10:40:420,0.00
03/21/2023 10:45:420,0.00
03/21/2023 10:50:420,0.00
03/21/2023 10:55:420,0.00
03/21/2023 11:00:420,0.00
03/21/2023 11:05:420,0.00
03/21/2023 11:10:420,0.00
03/21/2023 11:15:420,0.00
03/21/2023 11:20:420,0.00
03/21/2023 11:25:420,0.00
03/21/2023 11:30:420,0.00
03/21/2023 11:35:420,0.00
03/21/2023 11:40:420,0.00
03/21/2023 11:45:420,0.00
03/21/2023 11:50:420,0.00
03/21/2023 11:55:420,0.00
03/21/2023 12:00:420,0.00
03/21/2023 12:05:420,0.00
03/21/2023 12:10:420,0.00
03/21/2023 12:15:420,0.00
03/21/2023 12:20:420,0.00
03/21/2023 12:25:420,0.00
03/21/2023 12:30:420,0.20
03/21/2023 12:35:420,0.00
03/21/2023 12:40:420,0.00
03/21/2023 12:45:420,0.00
03/21/2023 12:50:420,0.00
03/21/2023 12:55:420,0.00
03/21/2023 13:00:420,0.00
03/21/2023 13:05:420,0.00
03/21/2023 13:10:420,0.00
03/21/2023 13:15:420,0.00
03/21/2023 13:20:420,0.00
03/21/2023 13:25:420,0.00
03/21/2023 13:30:420,0.00
03/21/2023 13:35:420,0.00
03/21/2023 13:40:420,0.00
03/21/2023 13:45:420,0.00
03/21/2023 13:50:420,0.00
03/21/2023 13:55:420,0.00
03/21/2023 14:00:420,0.00
03/21/2023 14:05:420,0.20
03/21/2023 14:10:420,0.00
03/21/2023 14:15:420,0.00
03/21/2023 14:20:420,0.00
03/21/2023 14:25:420,0.00
03/21/2023 14:30:420,0.00
03/21/2023 14:35:420,0.00
03/21/2023 14:40:420,0.00
03/21/2023 14:45:420,0.00
03/21/2023 14:50:420,0.20
03/21/2023 14:55:420,0.00
03/21/2023 15:00:420,0.20
03/21/2023 15:05:420,0.00
03/21/2023 15:10:420,0.00
03/21/2023 15:15:420,0.00
03/21/2023 15:20:420,0.20
03/21/2023 15:25:420,0.00
03/21/2023 15:30:420,0.00
03/21/2023 15:35:420,0.00
03/21/2023 15:40:420,0.00
03/21/2023 15:45:420,0.00
03/21/2023 15:50:420,0.00
03/21/2023 15:55:420,0.00
03/21/2023 16:00:420,0.20
03/21/2023 16:05:420,0.00
03/21/2023 16:10:420,0.00
03/21/2023 16:15:420,0.00
03/21/2023 16:20:420,0.20
03/21/2023 16:25:420,0.40
03/21/2023 16:30:420,0.00
03/21/2023 16:35:420,0.00
03/21/2023 16:40:420,0.20
03/21/2023 16:45:420,0.20
03/21/2023 16:50:420,0.00
03/21/2023 16:55:420,0.20
03/21/2023 17:00:420,0.20
03/21/2023 17:05:420,0.00
03/21/2023 17:10:420,0.20
03/21/2023 17:15:420,0.00
03/21/2023 17:20:420,0.20
03/21/2023 17:25:420,0.00
03/21/2023 17:30:420,0.00
03/21/2023 17:35:420,0.20
03/21/2023 17:40:420,0.20
03/21/2023 17:45:420,0.20
03/21/2023 17:50:420,0.00
03/21/2023 17:55:420,0.20
03/21/2023 18:00:420,0.20
03/21/2023 18:05:420,0.20
03/21/2023 18:10:420,0.00
03/21/2023 18:15:420,0.20
03/21/2023 18:20:420,0.00
03/21/2023 18:25:420,0.20
03/21/2023 18:30:420,0.00
03/21/2023 18:35:420,0.00
03/21/2023 18:40:420,0.20
03/21/2023 18:45:420,0.00
03/21/2023 18:50:420,0.00
03/21/2023 18:55:420,0.00
03/21/2023 19:00:420,0.00
03/21/2023 19:05:420,0.00
03/21/2023 19:10:420,0.00
03/21/2023 19:15:420,0.00
03/21/2023 19:20:420,0.00
03/21/2023 19:25:420,0.00
03/21/2023 19:30:420,0.00
03/21/2023 19:35:420,0.00
03/21/2023 19:40:420,0.00
03/21/2023 19:45:420,0.00
03/21/2023 19:50:420,0.00
03/21/2023 19:55:420,0.00
03/21/2023 20:00:420,0.00
03/21/2023 20:05:420,0.00
03/21/2023 20:10:420,0.20
03/21/2023 20:15:420,0.00
03/21/2023 20:20:420,0.00
03/21/2023 20:25:420,0.00
03/21/2023 20:30:420,0.00
03/21/2023 20:35:420,0.00
03/21/2023 20:40:420,0.00
03/21/2023 20:45:420,0.00
03/21/2023 20:50:420,0.00
03/21/2023 20:55:420,0.00
03/21/2023 21:00:420,0.00
03/21/2023 21:05:420,0.00
03/21/2023 21:10:420,0.00
03/21/2023 21:15:420,0.00
03/21/2023 21:20:420,0.00
03/21/2023 21:25:420,0.00
03/21/2023 21:30:420,0.00
03/21/2023 21:35:420,0.00
03/21/2023 21:40:420,0.00
03/21/2023 21:45:420,0.00
03/21/2023 21:50:420,0.00
03/21/2023 21:55:420,0.00
03/21/2023 22:00:420,0.00
03/21/2023 22:05:420,0.00
03/21/2023 22:10:420,0.00
03/21/2023 22:15:420,0.00
03/21/2023 22:20:420,0.00
03/21/2023 22:25:420,0.00
03/21/2023 22:30:420,0.00
03/21/2023 22:35:420,0.00
03/21/2023 22:40:420,0.00
03/21/2023 22:45:420,0.00
03/21/2023 22:50:420,0.00
03/21/2023 22:55:420,0.00
03/21/2023 23:00:420,0.00
03/21/2023 23:05:420,0.00
03/21/2023 23:10:420,0.00
03/21/2023 23:15:420,0.00
03/21/2023 23:20:420,0.00
03/21/2023 23:25:420,0.00
03/21/2023 23:30:420,0.00
03/21/2023 23:35:420,0.00
03/21/2023 23:40:420,0.00
03/21/2023 23:45:420,0.00
03/21/2023 23:50:420,0.00
03/21/2023 23:55:420,0.00
03/22/2023 00:00:420,0.00
03/22/2023 00:05:420,0.00
03/22/2023 00:10:420,0.00
03/22/2023 00:15:420,0.00
03/22/2023 00:20:420,0.00
03/22/2023 00:25:420,0.00
03/22/2023 00:30:420,0.00
03/22/2023 00:35:420,0.00
03/22/2023 00:40:420,0.00
03/22/2023 00:45:420,0.00
03/22/2023 00:50:420,0.00
03/22/2023 00:55:420,0.00
03/22/2023 01:00:420,0.00
03/22/2023 01:05:420,0.00
03/22/2023 01:10:420,0.00
03/22/2023 01:15:420,0.00
03/22/2023 01:20:420,0.00
03/22/2023 01:25:420,0.00
03/22/2023 01:30:420,0.00
03/22/2023 01:35:420,0.00
03/22/2023 01:40:420,0.00
03/22/2023 01:45:420,0.00
03/22/2023 01:50:420,0.00
03/22/2023 01:55:420,0.00
03/22/2023 02:00:420,0.00
03/22/2023 02:05:420,0.00
03/22/2023 02:10:420,0.00
03/22/2023 02:15:420,0.00
03/22/2023 02:20:420,0.00
03/22/2023 02:25:420,0.00
03/22/2023 02:30:420,0.00
03/22/2023 02:35:420,0.00
03/22/2023 02:40:420,0.00
03/22/2023 02:45:420,0.00
03/22/2023 02:50:420,0.00
03/22/2023 02:55:420,0.00
03/22/2023 03:00:420,0.00
03/22/2023 03:05:420,0.00
03/22/2023 03:10:420,0.00
03/22/2023 03:15:420,0.00
03/22/2023 03:20:420,0.00
03/22/2023 03:25:420,0.00
03/22/2023 03:30:420,0.00
03/22/2023 03:35:420,0.00
03/22/2023 03:40:420,0.00
03/22/2023 03:45:420,0.00
03/22/2023 03:50:420,0.00
03/22/2023 03:55:420,0.00
03/22/2023 04:00:420,0.00
03/22/2023 04:05:420,0.00
03/22/2023 04:10:420,0.00
03/22/2023 04:15:420,0.00
03/22/2023 04:20:420,0.00
03/22/2023 04:25:420,0.00
03/22/2023 04:30:420,0.00
03/22/2023 04:35:420,0.00
03/22/2023 04:40:420,0.00
03/22/2023 04:45:420,0.00
03/22/2023 04:50:420,0.00
03/22/2023 04:55:420,0.00
03/22/2023 05:00:420,0.00
03/22/2023 05:05:420,0.00
03/22/2023 05:10:420,0.00
03/22/2023 05:15:420,0.00
03/22/2023 05:20:420,0.00
03/22/2023 05:25:420,0.00
03/22/2023 05:30:420,0.00
03/22/2023 05:35:420,0.00
03/22/2023 05:40:420,0.00
03/22/2023 05:45:420,0.00
03/22/2023 05:50:420,0.00
03/22/2023 05:55:420,0.00
03/22/2023 06:00:420,0.00
03/22/2023 06:05:420,0.00
03/22/2023 06:10:420,0.00
03/22/2023 06:15:420,0.00
03/22/2023 06:20:420,0.00
03/22/2023 06:25:420,0.00
03/22/2023 06:30:420,0.00
03/22/2023 06:35:420,0.00
03/22/2023 06:40:420,0.00
03/22/2023 06:45:420,0.00
03/22/2023 06:50:420,0.00
03/22/2023 06:55:420,0.00
03/22/2023 07:00:420,0.00
03/22/2023 07:05:420,0.00
03/22/2023 07:10:420,0.00
03/22/2023 07:15:420,0.00
03/22/2023 07:20:420,0.00
03/22/2023 07:25:420,0.00
03/22/2023 07:30:420,0.00
03/22/2023 07:35:420,0.00
03/22/2023 07:40:420,0.00
03/22/2023 07:45:420,0.00
03/22/2023 07:50:420,0.00
03/22/2023 07:55:420,0.00
03/22/2023 08:00:420,0.00
03/22/2023 08:05:420,0.00
03/22/2023 08:10:420,0.00
03/22/2023 08:15:420,0.00
03/22/2023 08:20:420,0.00
03/22/2023 08:25:420,0.00
03/22/2023 08:30:420,0.00
03/22/2023 08:35:420,0.00
03/22/2023 08:40:420,0.00
03/22/2023 08:45:420,0.00
03/22/2023 08:50:420,0.00
03/22/2023 08:55:420,0.00
03/22/2023 09:00:420,0.00
03/22/2023 09:05:420,0.00
03/22/2023 09:10:420,0.00
03/22/2023 09:15:420,0.00
03/22/2023 09:20:420,0.00
03/22/2023 09:25:420,0.00
03/22/2023 09:30:420,0.00
03/22/2023 09:35:420,0.00
03/22/2023 09:40:420,0.00
03/22/2023 09:45:420,0.00
03/22/2023 09:50:420,0.00
03/22/2023 09:55:420,0.00
03/22/2023 10:00:420,0.00
03/22/2023 10:05:420,0.00
03/22/2023 10:10:420,0.00
03/22/2023 10:15:420,0.00
03/22/2023 10:20:420,0.00
03/22/2023 10:25:420,0.00
03/22/2023 10:30:420,0.00
03/22/2023 10:35:420,0.00
03/22/2023 10:40:420,0.00
03/22/2023 10:45:420,0.00
03/22/2023 10:50:420,0.00
03/22/2023 10:55:420,0.00
03/22/2023 11:00:420,0.00
03/22/2023 11:05:420,0.00
03/22/2023 11:10:420,0.00
03/22/2023 11:15:420,0.00
03/22/2023 11:20:420,0.00
03/22/2023 11:25:420,0.00
03/22/2023 11:30:420,0.00
03/22/2023 11:35:420,0.00
03/22/2023 11:40:420,0.00
03/22/2023 11:45:420,0.00
03/22/2023 11:50:420,0.00
03/22/2023 11:55:420,0.00
03/22/2023 12:00:420,0.00
03/22/2023 12:05:420,0.00
03/22/2023 12:10:420,0.00
03/22/2023 12:15:420,0.00
03/22/2023 12:20:420,0.00
03/22/2023 12:25:420,0.00
03/22/2023 12:30:420,0.00
03/22/2023 12:35:420,0.00
03/22/2023 12:40:420,0.00
03/22/2023 12:45:420,0.00
03/22/2023 12:50:420,0.00
03/22/2023 12:55:420,0.00
03/22/2023 13:00:420,0.00
03/22/2023 13:05:420,0.00
03/22/2023 13:10:420,0.00
03/22/2023 13:15:420,0.00
03/22/2023 13:20:420,0.00
03/22/2023 13:25:420,0.00
03/22/2023 13:30:420,0.00
03/22/2023 13:35:420,0.00
03/22/2023 13:40:420,0.00
03/22/2023 13:45:420,0.00
03/22/2023 13:50:420,0.00
03/22/2023 13:55:420,0.00
03/22/2023 14:00:420,0.00
03/22/2023 14:05:420,0.00
03/22/2023 14:10:420,0.00
03/22/2023 14:15:420,0.00
03/22/2023 14:20:420,0.00
03/22/2023 14:25:420,0.00
03/22/2023 14:30:420,0.00
03/22/2023 14:35:420,0.00
03/22/2023 14:40:420,0.00
03/22/2023 14:45:420,0.00
03/22/2023 14:50:420,0.00
03/22/2023 14:55:420,0.00
03/22/2023 15:00:420,0.00
03/22/2023 15:05:420,0.00
03/22/2023 15:10:420,0.00
03/22/2023 15:15:420,0.00
03/22/2023 15:20:420,0.00
03/22/2023 15:25:420,0.00
03/22/2023 15:30:420,0.00
03/22/2023 15:35:420,0.00
03/22/2023 15:40:420,0.00
03/22/2023 15:45:420,0.00
03/22/2023 15:50:420,0.00
03/22/2023 15:55:420,0.00
03/22/2023 16:00:420,0.00
03/22/2023 16:05:420,0.00
03/22/2023 16:10:420,0.00
03/22/2023 16:15:420,0.00
03/22/2023 16:20:420,0.00
03/22/2023 16:25:420,0.00
03/22/2023 16:30:420,0.00
03/22/2023 16:35:420,0.00
03/22/2023 16:40:420,0.00
03/22/2023 16:45:420,0.00
03/22/2023 16:50:420,0.00
03/22/2023 16:55:420,0.00
03/22/2023 17:00:420,0.00
03/22/2023 17:05:420,0.00
03/22/2023 17:10:420,0.00
03/22/2023 17:15:420,0.40
03/22/2023 17:20:420,0.60
03/22/2023 17:25:420,1.00
03/22/2023 17:30:420,0.80
03/22/2023 17:35:420,0.40
03/22/2023 17:40:420,0.00
03/22/2023 17:45:420,0.00
03/22/2023 17:50:420,0.00
03/22/2023 17:55:420,0.00
03/22/2023 18:00:420,0.00
03/22/2023 18:05:420,0.00
03/22/2023 18:10:420,0.00
03/22/2023 18:15:420,0.00
03/22/2023 18:20:420,0.00
03/22/2023 18:25:420,0.00
03/22/2023 18:30:420,0.20
03/22/2023 18:35:420,0.00
03/22/2023 18:40:420,0.00
03/22/2023 18:45:420,0.00
03/22/2023 18:50:420,0.00
03/22/2023 18:55:420,0.00
03/22/2023 19:00:420,0.00
03/22/2023 19:05:420,0.00
03/22/2023 19:10:420,0.00
03/22/2023 19:15:420,0.00
03/22/2023 19:20:420,0.00
03/22/2023 19:25:420,0.00
03/22/2023 19:30:420,0.00
03/22/2023 19:35:420,0.00
03/22/2023 19:40:420,0.00
03/22/2023 19:45:420,0.00
03/22/2023 19:50:420,0.00
03/22/2023 19:55:420,0.00
03/22/2023 20:00:420,0.00
03/22/2023 20:05:420,0.00
03/22/2023 20:10:420,0.00
03/22/2023 20:15:420,0.00
03/22/2023 20:20:420,0.00
03/22/2023 20:25:420,0.00
03/22/2023 20:30:420,0.00
03/22/2023 20:35:420,0.00
03/22/2023 20:40:420,0.00
03/22/2023 20:45:420,0.00
03/22/2023 20:50:420,0.00
03/22/2023 20:55:420,0.00
03/22/2023 21:00:420,0.00
03/22/2023 21:05:420,0.00
03/22/2023 21:10:420,0.00
03/22/2023 21:15:420,0.00
03/22/2023 21:20:420,0.00
03/22/2023 21:25:420,0.00
03/22/2023 21:30:420,0.00
03/22/2023 21:35:420,0.00
03/22/2023 21:40:420,0.00
03/22/2023 21:45:420,0.00
03/22/2023 21:50:420,0.00
03/22/2023 21:55:420,0.00
03/22/2023 22:00:420,0.00
03/22/2023 22:05:420,0.00
03/22/2023 22:10:420,0.00
03/22/2023 22:15:420,0.00
03/22/2023 22:20:420,0.00
03/22/2023 22:25:420,0.00
03/22/2023 22:30:420,0.00
03/22/2023 22:35:420,0.00
03/22/2023 22:40:420,0.00
03/22/2023 22:45:420,0.00
03/22/2023 22:50:420,0.00
03/22/2023 22:55:420,0.00
03/22/2023 23:00:420,0.00
03/22/2023 23:05:420,0.00
03/22/2023 23:10:420,0.00
03/22/2023 23:15:420,0.00
03/22/2023 23:20:420,0.00
03/22/2023 23:25:420,0.00
03/22/2023 23:30:420,0.00
03/22/2023 23:35:420,0.00
03/22/2023 23:40:420,0.00
03/22/2023 23:45:420,0.00
03/22/2023 23:50:420,0.00
03/22/2023 23:55:420,0.00
03/23/2023 00:00:420,0.00
03/23/2023 00:05:420,0.00
03/23/2023 00:10:420,0.00
03/23/2023 00:15:420,0.00
03/23/2023 00:20:420,0.00
03/23/2023 00:25:420,0.00
03/23/2023 00:30:420,0.00
03/23/2023 00:35:420,0.00
03/23/2023 00:40:420,0.00
03/23/2023 00:45:420,0.00
03/23/2023 00:50:420,0.00
03/23/2023 00:55:420,0.00
03/23/2023 01:00:420,0.00
03/23/2023 01:05:420,0.00
03/23/2023 01:10:420,0.00
03/23/2023 01:15:420,0.00
03/23/2023 01:20:420,0.00
03/23/2023 01:25:420,0.00
03/23/2023 01:30:420,0.00
03/23/2023 01:35:420,0.00
03/23/2023 01:40:420,0.00
03/23/2023 01:45:420,0.00
03/23/2023 01:50:420,0.00
03/23/2023 01:55:420,0.00
03/23/2023 02:00:420,0.00
03/23/2023 02:05:420,0.00
03/23/2023 02:10:420,0.00
03/23/2023 02:15:420,0.00
03/23/2023 02:20:420,0.00
03/23/2023 02:25:420,0.00
03/23/2023 02:30:420,0.00
03/23/2023 02:35:420,0.00
03/23/2023 02:40:420,0.00
03/23/2023 02:45:420,0.00
03/23/2023 02:50:420,0.00
03/23/2023 02:55:420,0.00
03/23/2023 03:00:420,0.00
03/23/2023 03:05:420,0.00
03/23/2023 03:10:420,0.00
03/23/2023 03:15:420,0.00
03/23/2023 03:20:420,0.00
03/23/2023 03:25:420,0.00
03/23/2023 03:30:420,0.00
03/23/2023 03:35:420,0.00
03/23/2023 03:40:420,0.00
03/23/2023 03:45:420,0.00
03/23/2023 03:50:420,0.00
03/23/2023 03:55:420,0.00
03/23/2023 04:00:420,0.00
03/23/2023 04:05:420,0.00
03/23/2023 04:10:420,0.00
03/23/2023 04:15:420,0.00
03/23/2023 04:20:420,0.00
03/23/2023 04:25:420,0.00
03/23/2023 04:30:420,0.00
03/23/2023 04:35:420,0.00
03/23/2023 04:40:420,0.00
03/23/2023 04:45:420,0.00
03/23/2023 04:50:420,0.00
03/23/2023 04:55:420,0.00
03/23/2023 05:00:420,0.00
03/23/2023 05:05:420,0.00
03/23/2023 05:10:420,0.00
03/23/2023 05:15:420,0.00
03/23/2023 05:20:420,0.00
03/23/2023 05:25:420,0.00
03/23/2023 05:30:420,0.00
03/23/2023 05:35:420,0.00
03/23/2023 05:40:420,0.00
03/23/2023 05:45:420,0.00
03/23/2023 05:50:420,0.00
03/23/2023 05:55:420,0.00
03/23/2023 06:00:420,0.00
03/23/2023 06:05:420,0.00
03/23/2023 06:10:420,0.00
03/23/2023 06:15:420,0.00
03/23/2023 06:20:420,0.00
03/23/2023 06:25:420,0.00
03/23/2023 06:30:420,0.00
03/23/2023 06:35:420,0.00
03/23/2023 06:40:420,0.00
03/23/2023 06:45:420,0.00
03/23/2023 06:50:420,0.00
03/23/2023 06:55:420,0.00
03/23/2023 07:00:420,0.00
03/23/2023 07:05:420,0.00
03/23/2023 07:10:420,0.00
03/23/2023 07:15:420,0.00
03/23/2023 07:20:420,0.00
03/23/2023 07:25:420,0.00
03/23/2023 07:30:420,0.00
03/23/2023 07:35:420,0.00
03/23/2023 07:40:420,0.00
03/23/2023 07:45:420,0.00
03/23/2023 07:50:420,0.00
03/23/2023 07:55:420,0.00
03/23/2023 08:00:420,0.00
03/23/2023 08:05:420,0.00
03/23/2023 08:10:420,0.00
03/23/2023 08:15:420,0.00
03/23/2023 08:20:420,0.00
03/23/2023 08:25:420,0.00
03/23/2023 08:30:420,0.00
03/23/2023 08:35:420,0.00
03/23/2023 08:40:420,0.00
03/23/2023 08:45:420,0.00
03/23/2023 08:50:420,0.00
03/23/2023 08:55:420,0.00
03/23/2023 09:00:420,0.00
03/23/2023 09:05:420,0.00
03/23/2023 09:10:420,0.00
03/23/2023 09:15:420,0.00
03/23/2023 09:20:420,0.00
03/23/2023 09:25:420,0.00
03/23/2023 09:30:420,0.00
03/23/2023 09:35:420,0.00
03/23/2023 09:40:420,0.00
03/23/2023 09:45:420,0.00
03/23/2023 09:50:420,0.00
03/23/2023 09:55:420,0.00
03/23/2023 10:00:420,0.00
03/23/2023 10:05:420,0.00
03/23/2023 10:10:420,0.00
03/23/2023 10:15:420,0.00
03/23/2023 10:20:420,0.00
03/23/2023 10:25:420,0.00
03/23/2023 10:30:420,0.00
03/23/2023 10:35:420,0.00
03/23/2023 10:40:420,0.00
03/23/2023 10:45:420,0.00
03/23/2023 10:50:420,0.00
03/23/2023 10:55:420,0.00
03/23/2023 11:00:420,0.00
03/23/2023 11:05:420,0.00
03/23/2023 11:10:420,0.00
03/23/2023 11:15:420,0.00
03/23/2023 11:20:420,0.00
03/23/2023 11:25:420,0.00
03/23/2023 11:30:420,0.00
03/23/2023 11:35:420,0.00
03/23/2023 11:40:420,0.00
03/23/2023 11:45:420,0.00
03/23/2023 11:50:420,0.00
03/23/2023 11:55:420,0.00
03/23/2023 12:00:420,0.00
03/23/2023 12:05:420,0.00
03/23/2023 12:10:420,0.00
03/23/2023 12:15:420,0.00
03/23/2023 12:20:420,0.00
03/23/2023 12:25:420,0.00
03/23/2023 12:30:420,0.00
03/23/2023 12:35:420,0.00
03/23/2023 12:40:420,0.00
03/23/2023 12:45:420,0.00
03/23/2023 12:50:420,1.40
03/23/2023 12:55:420,0.20
03/23/2023 13:00:420,0.00
03/23/2023 13:05:420,0.00
03/23/2023 13:10:420,0.00
03/23/2023 13:15:420,0.00
03/23/2023 13:20:420,0.00
03/23/2023 13:25:420,0.00
03/23/2023 13:30:420,0.00
03/23/2023 13:35:420,0.00
03/23/2023 13:40:420,0.00
03/23/2023 13:45:420,0.00
03/23/2023 13:50:420,0.00
03/23/2023 13:55:420,0.00
03/23/2023 14:00:420,0.00
03/23/2023 14:05:420,0.00
03/23/2023 14:10:420,0.00
03/23/2023 14:15:420,0.00
03/23/2023 14:20:420,0.80
03/23/2023 14:25:420,0.80
03/23/2023 14:30:420,0.60
03/23/2023 14:35:420,0.20
03/23/2023 14:40:420,0.00
03/23/2023 14:45:420,0.00
03/23/2023 14:50:420,0.00
03/23/2023 14:55:420,0.20
03/23/2023 15:00:420,0.00
03/23/2023 15:05:420,0.00
03/23/2023 15:10:420,0.00
03/23/2023 15:15:420,0.00
03/23/2023 15:20:420,0.00
03/23/2023 15:25:420,0.00
03/23/2023 15:30:420,0.00
03/23/2023 15:35:420,0.00
03/23/2023 15:40:420,0.00
03/23/2023 15:45:420,0.00
03/23/2023 15:50:420,0.00
03/23/2023 15:55:420,0.00
03/23/2023 16:00:420,0.00
03/23/2023 16:05:420,0.00
03/23/2023 16:10:420,0.20
03/23/2023 16:15:420,0.00
03/23/2023 16:20:420,0.00
03/23/2023 16:25:420,0.00
03/23/2023 16:30:420,0.00
03/23/2023 16:35:420,0.00
03/23/2023 16:40:420,0.00
03/23/2023 16:45:420,0.00
03/23/2023 16:50:420,0.00
03/23/2023 16:55:420,0.00
03/23/2023 17:00:420,0.00
03/23/2023 17:05:420,0.00
03/23/2023 17:10:420,0.00
03/23/2023 17:15:420,0.00
03/23/2023 17:20:420,0.00
03/23/2023 17:25:420,0.00
03/23/2023 17:30:420,0.00
03/23/2023 17:35:420,0.00
03/23/2023 17:40:420,0.00
03/23/2023 17:45:420,0.00
03/23/2023 17:50:420,0.00
03/23/2023 17:55:420,0.00
03/23/2023 18:00:420,0.00
03/23/2023 18:05:420,0.00
03/23/2023 18:10:420,0.00
03/23/2023 18:15:420,0.00
03/23/2023 18:20:420,0.00
03/23/2023 18:25:420,0.00
03/23/2023 18:30:420,0.00
03/23/2023 18:35:420,0.00
03/23/2023 18:40:420,0.00
03/23/2023 18:45:420,0.00
03/23/2023 18:50:420,0.00
03/23/2023 18:55:420,0.00
03/23/2023 19:00:420,0.00
03/23/2023 19:05:420,0.00
03/23/2023 19:10:420,0.00
03/23/2023 19:15:420,0.00
03/23/2023 19:20:420,0.00
03/23/2023 19:25:420,0.00
03/23/2023 19:30:420,0.00
03/23/2023 19:35:420,0.00
03/23/2023 19:40:420,0.00
03/23/2023 19:45:420,0.00
03/23/2023 19:50:420,0.00
03/23/2023 19:55:420,0.00
03/23/2023 20:00:420,0.00
03/23/2023 20:05:420,0.00
03/23/2023 20:10:420,0.00
03/23/2023 20:15:420,0.00
03/23/2023 20:20:420,0.00
03/23/2023 20:25:420,0.00
03/23/2023 20:30:420,0.00
03/23/2023 20:35:420,0.00
03/23/2023 20:40:420,0.00
03/23/2023 20:45:420,0.00
03/23/2023 20:50:420,0.00
03/23/2023 20:55:420,0.00
03/23/2023 21:00:420,0.00
03/23/2023 21:05:420,0.00
03/23/2023 21:10:420,0.00
03/23/2023 21:15:420,0.00
03/23/2023 21:20:420,0.00
03/23/2023 21:25:420,0.00
03/23/2023 21:30:420,0.00
03/23/2023 21:35:420,0.00
03/23/2023 21:40:420,0.00
03/23/2023 21:45:420,0.00
03/23/2023 21:50:420,0.00
03/23/2023 21:55:420,0.00
03/23/2023 22:00:420,0.00
03/23/2023 22:05:420,0.00
03/23/2023 22:10:420,0.00
03/23/2023 22:15:420,0.00
03/23/2023 22:20:420,0.00
03/23/2023 22:25:420,0.00
03/23/2023 22:30:420,0.00
03/23/2023 22:35:420,0.00
03/23/2023 22:40:420,0.00
03/23/2023 22:45:420,0.00
03/23/2023 22:50:420,0.00
03/23/2023 22:55:420,0.00
03/23/2023 23:00:420,0.00
03/23/2023 23:05:420,0.00
03/23/2023 23:10:420,0.00
03/23/2023 23:15:420,0.00
03/23/2023 23:20:420,0.00
03/23/2023 23:25:420,0.00
03/23/2023 23:30:420,0.20
03/23/2023 23:35:420,0.20
03/23/2023 23:40:420,0.00
03/23/2023 23:45:420,0.00
03/23/2023 23:50:420,0.20
03/23/2023 23:55:420,0.00
03/24/2023 00:00:420,0.20
03/24/2023 00:05:420,0.20
03/24/2023 00:10:420,0.00
03/24/2023 00:15:420,0.20
03/24/2023 00:20:420,0.00
03/24/2023 00:25:420,0.00
03/24/2023 00:30:420,0.20
03/24/2023 00:35:420,0.00
03/24/2023 00:40:420,0.00
03/24/2023 00:45:420,0.00
03/24/2023 00:50:420,0.00
03/24/2023 00:55:420,0.00
03/24/2023 01:00:420,0.00
03/24/2023 01:05:420,0.00
03/24/2023 01:10:420,0.00
03/24/2023 01:15:420,0.00
03/24/2023 01:20:420,0.00
03/24/2023 01:25:420,0.00
03/24/2023 01:30:420,0.00
