"Título de trazado: Estacion1"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, in (LGR S/N: 21471862, SEN S/N: 21560958)"
11768,23/04/18 04:45:42,0.000
11769,23/04/18 04:50:42,0.000
11770,23/04/18 04:55:42,0.000
11771,23/04/18 05:00:42,0.000
11772,23/04/18 05:05:42,0.000
11773,23/04/18 05:10:42,0.000
11774,23/04/18 05:15:42,0.000
11775,23/04/18 05:20:42,0.000
11776,23/04/18 05:25:42,0.000
11777,23/04/18 05:30:42,0.000
11778,23/04/18 05:35:42,0.000
11779,23/04/18 05:40:42,0.000
11780,23/04/18 05:45:42,0.000
11781,23/04/18 05:50:42,0.000
11782,23/04/18 05:55:42,0.000
11783,23/04/18 06:00:42,0.000
11784,23/04/18 06:05:42,0.000
11785,23/04/18 06:10:42,0.000
11786,23/04/18 06:15:42,0.000
11787,23/04/18 06:20:42,0.000
11788,23/04/18 06:25:42,0.000
11789,23/04/18 06:30:42,0.000
11790,23/04/18 06:35:42,0.000
11791,23/04/18 06:40:42,0.000
11792,23/04/18 06:45:42,0.000
11793,23/04/18 06:50:42,0.000
11794,23/04/18 06:55:42,0.000
11795,23/04/18 07:00:42,0.000
11796,23/04/18 07:05:42,0.000
11797,23/04/18 07:10:42,0.000
11798,23/04/18 07:15:42,0.000
11799,23/04/18 07:20:42,0.000
11800,23/04/18 07:25:42,0.000
11801,23/04/18 07:30:42,0.000
11802,23/04/18 07:35:42,0.000
11803,23/04/18 07:40:42,0.000
11804,23/04/18 07:45:42,0.000
11805,23/04/18 07:50:42,0.000
11806,23/04/18 07:55:42,0.000
11807,23/04/18 08:00:42,0.000
11808,23/04/18 08:05:42,0.000
11809,23/04/18 08:10:42,0.000
11810,23/04/18 08:15:42,0.000
11811,23/04/18 08:20:42,0.000
11812,23/04/18 08:25:42,0.000
11813,23/04/18 08:30:42,0.000
11814,23/04/18 08:35:42,0.000
11815,23/04/18 08:40:42,0.000
11816,23/04/18 08:45:42,0.000
11817,23/04/18 08:50:42,0.000
11818,23/04/18 08:55:42,0.000
11819,23/04/18 09:00:42,0.000
11820,23/04/18 09:05:42,0.000
11821,23/04/18 09:10:42,0.000
11822,23/04/18 09:15:42,0.000
11823,23/04/18 09:20:42,0.000
11824,23/04/18 09:25:42,0.000
11825,23/04/18 09:30:42,0.000
11826,23/04/18 09:35:42,0.000
11827,23/04/18 09:40:42,0.000
11828,23/04/18 09:45:42,0.000
11829,23/04/18 09:50:42,0.000
11830,23/04/18 09:55:42,0.000
11831,23/04/18 10:00:42,0.000
11832,23/04/18 10:05:42,0.000
11833,23/04/18 10:10:42,0.000
11834,23/04/18 10:15:42,0.000
11835,23/04/18 10:20:42,0.000
11836,23/04/18 10:25:42,0.000
11837,23/04/18 10:30:42,0.000
11838,23/04/18 10:35:42,0.000
11839,23/04/18 10:40:42,0.000
11840,23/04/18 10:45:42,0.000
11841,23/04/18 10:50:42,0.000
11842,23/04/18 10:55:42,0.000
11843,23/04/18 11:00:42,0.000
11844,23/04/18 11:05:42,0.000
11845,23/04/18 11:10:42,0.000
11846,23/04/18 11:15:42,0.000
11847,23/04/18 11:20:42,0.000
11848,23/04/18 11:25:42,0.000
11849,23/04/18 11:30:42,0.000
11850,23/04/18 11:35:42,0.000
11851,23/04/18 11:40:42,0.000
11852,23/04/18 11:45:42,0.000
11853,23/04/18 11:50:42,0.000
11854,23/04/18 11:55:42,0.000
11855,23/04/18 12:00:42,0.000
11856,23/04/18 12:05:42,0.000
11857,23/04/18 12:10:42,0.000
11858,23/04/18 12:15:42,0.000
11859,23/04/18 12:20:42,0.000
11860,23/04/18 12:25:42,0.000
11861,23/04/18 12:30:42,0.000
11862,23/04/18 12:35:42,0.000
11863,23/04/18 12:40:42,0.000
11864,23/04/18 12:45:42,0.000
11865,23/04/18 12:50:42,0.000
11866,23/04/18 12:55:42,0.000
11867,23/04/18 13:00:42,0.000
11868,23/04/18 13:05:42,0.000
11869,23/04/18 13:10:42,0.000
11870,23/04/18 13:15:42,0.000
11871,23/04/18 13:20:42,0.000
11872,23/04/18 13:25:42,0.000
11873,23/04/18 13:30:42,0.000
11874,23/04/18 13:35:42,0.000
11875,23/04/18 13:40:42,0.000
11876,23/04/18 13:45:42,0.000
11877,23/04/18 13:50:42,0.000
11878,23/04/18 13:55:42,0.000
11879,23/04/18 14:00:42,0.000
11880,23/04/18 14:05:42,0.000
11881,23/04/18 14:10:42,0.000
11882,23/04/18 14:15:42,0.000
11883,23/04/18 14:20:42,0.000
11884,23/04/18 14:25:42,0.000
11885,23/04/18 14:30:42,0.000
11886,23/04/18 14:35:42,0.000
11887,23/04/18 14:40:42,0.000
11888,23/04/18 14:45:42,0.000
11889,23/04/18 14:50:42,0.000
11890,23/04/18 14:55:42,0.000
11891,23/04/18 15:00:42,0.000
11892,23/04/18 15:05:42,0.000
11893,23/04/18 15:10:42,0.000
11894,23/04/18 15:15:42,0.000
11895,23/04/18 15:20:42,0.000
11896,23/04/18 15:25:42,0.000
11897,23/04/18 15:30:42,0.000
11898,23/04/18 15:35:42,0.000
11899,23/04/18 15:40:42,0.000
11900,23/04/18 15:45:42,0.000
11901,23/04/18 15:50:42,0.000
11902,23/04/18 15:55:42,0.000
11903,23/04/18 16:00:42,0.000
11904,23/04/18 16:05:42,0.000
11905,23/04/18 16:10:42,0.000
11906,23/04/18 16:15:42,0.000
11907,23/04/18 16:20:42,0.000
11908,23/04/18 16:25:42,0.000
11909,23/04/18 16:30:42,0.000
11910,23/04/18 16:35:42,0.000
11911,23/04/18 16:40:42,0.000
11912,23/04/18 16:45:42,0.000
11913,23/04/18 16:50:42,0.000
11914,23/04/18 16:55:42,0.000
11915,23/04/18 17:00:42,0.000
11916,23/04/18 17:05:42,0.000
11917,23/04/18 17:10:42,0.000
11918,23/04/18 17:15:42,0.000
11919,23/04/18 17:20:42,0.000
11920,23/04/18 17:25:42,0.000
11921,23/04/18 17:30:42,0.000
11922,23/04/18 17:35:42,0.000
11923,23/04/18 17:40:42,0.000
11924,23/04/18 17:45:42,0.000
11925,23/04/18 17:50:42,0.000
11926,23/04/18 17:55:42,0.000
11927,23/04/18 18:00:42,0.000
11928,23/04/18 18:05:42,0.000
11929,23/04/18 18:10:42,0.000
11930,23/04/18 18:15:42,0.000
11931,23/04/18 18:20:42,0.000
11932,23/04/18 18:25:42,0.000
11933,23/04/18 18:30:42,0.000
11934,23/04/18 18:35:42,0.000
11935,23/04/18 18:40:42,0.000
11936,23/04/18 18:45:42,0.000
11937,23/04/18 18:50:42,0.000
11938,23/04/18 18:55:42,0.000
11939,23/04/18 19:00:42,0.000
11940,23/04/18 19:05:42,0.000
11941,23/04/18 19:10:42,0.000
11942,23/04/18 19:15:42,0.000
11943,23/04/18 19:20:42,0.000
11944,23/04/18 19:25:42,0.000
11945,23/04/18 19:30:42,0.000
11946,23/04/18 19:35:42,0.000
11947,23/04/18 19:40:42,0.000
11948,23/04/18 19:45:42,0.000
11949,23/04/18 19:50:42,0.000
11950,23/04/18 19:55:42,0.000
11951,23/04/18 20:00:42,0.000
11952,23/04/18 20:05:42,0.000
11953,23/04/18 20:10:42,0.000
11954,23/04/18 20:15:42,0.000
11955,23/04/18 20:20:42,0.000
11956,23/04/18 20:25:42,0.000
11957,23/04/18 20:30:42,0.000
11958,23/04/18 20:35:42,0.000
11959,23/04/18 20:40:42,0.000
11960,23/04/18 20:45:42,0.000
11961,23/04/18 20:50:42,0.000
11962,23/04/18 20:55:42,0.000
11963,23/04/18 21:00:42,0.000
11964,23/04/18 21:05:42,0.000
11965,23/04/18 21:10:42,0.000
11966,23/04/18 21:15:42,0.000
11967,23/04/18 21:20:42,0.000
11968,23/04/18 21:25:42,0.000
11969,23/04/18 21:30:42,0.000
11970,23/04/18 21:35:42,0.000
11971,23/04/18 21:40:42,0.000
11972,23/04/18 21:45:42,0.000
11973,23/04/18 21:50:42,0.000
11974,23/04/18 21:55:42,0.000
11975,23/04/18 22:00:42,0.000
11976,23/04/18 22:05:42,0.000
11977,23/04/18 22:10:42,0.000
11978,23/04/18 22:15:42,0.000
11979,23/04/18 22:20:42,0.000
11980,23/04/18 22:25:42,0.000
11981,23/04/18 22:30:42,0.000
11982,23/04/18 22:35:42,0.000
11983,23/04/18 22:40:42,0.000
11984,23/04/18 22:45:42,0.000
11985,23/04/18 22:50:42,0.000
11986,23/04/18 22:55:42,0.000
11987,23/04/18 23:00:42,0.000
11988,23/04/18 23:05:42,0.000
11989,23/04/18 23:10:42,0.000
11990,23/04/18 23:15:42,0.000
11991,23/04/18 23:20:42,0.000
11992,23/04/18 23:25:42,0.000
11993,23/04/18 23:30:42,0.000
11994,23/04/18 23:35:42,0.000
11995,23/04/18 23:40:42,0.000
11996,23/04/18 23:45:42,0.000
11997,23/04/18 23:50:42,0.000
11998,23/04/18 23:55:42,0.000
11999,23/04/19 00:00:42,0.000
12000,23/04/19 00:05:42,0.000
12001,23/04/19 00:10:42,0.000
12002,23/04/19 00:15:42,0.000
12003,23/04/19 00:20:42,0.000
12004,23/04/19 00:25:42,0.000
12005,23/04/19 00:30:42,0.000
12006,23/04/19 00:35:42,0.000
12007,23/04/19 00:40:42,0.000
12008,23/04/19 00:45:42,0.000
12009,23/04/19 00:50:42,0.000
12010,23/04/19 00:55:42,0.000
12011,23/04/19 01:00:42,0.000
12012,23/04/19 01:05:42,0.000
12013,23/04/19 01:10:42,0.000
12014,23/04/19 01:15:42,0.000
12015,23/04/19 01:20:42,0.000
12016,23/04/19 01:25:42,0.000
12017,23/04/19 01:30:42,0.000
12018,23/04/19 01:35:42,0.000
12019,23/04/19 01:40:42,0.000
12020,23/04/19 01:45:42,0.000
12021,23/04/19 01:50:42,0.000
12022,23/04/19 01:55:42,0.000
12023,23/04/19 02:00:42,0.000
12024,23/04/19 02:05:42,0.000
12025,23/04/19 02:10:42,0.000
12026,23/04/19 02:15:42,0.000
12027,23/04/19 02:20:42,0.000
12028,23/04/19 02:25:42,0.000
12029,23/04/19 02:30:42,0.000
12030,23/04/19 02:35:42,0.000
12031,23/04/19 02:40:42,0.000
12032,23/04/19 02:45:42,0.000
12033,23/04/19 02:50:42,0.000
12034,23/04/19 02:55:42,0.000
12035,23/04/19 03:00:42,0.000
12036,23/04/19 03:05:42,0.000
12037,23/04/19 03:10:42,0.000
12038,23/04/19 03:15:42,0.000
12039,23/04/19 03:20:42,0.000
12040,23/04/19 03:25:42,0.000
12041,23/04/19 03:30:42,0.000
12042,23/04/19 03:35:42,0.000
12043,23/04/19 03:40:42,0.000
12044,23/04/19 03:45:42,0.000
12045,23/04/19 03:50:42,0.000
12046,23/04/19 03:55:42,0.000
12047,23/04/19 04:00:42,0.000
12048,23/04/19 04:05:42,0.000
12049,23/04/19 04:10:42,0.000
12050,23/04/19 04:15:42,0.000
12051,23/04/19 04:20:42,0.000
12052,23/04/19 04:25:42,0.000
12053,23/04/19 04:30:42,0.000
12054,23/04/19 04:35:42,0.000
12055,23/04/19 04:40:42,0.000
12056,23/04/19 04:45:42,0.000
12057,23/04/19 04:50:42,0.000
12058,23/04/19 04:55:42,0.000
12059,23/04/19 05:00:42,0.000
12060,23/04/19 05:05:42,0.000
12061,23/04/19 05:10:42,0.000
12062,23/04/19 05:15:42,0.000
12063,23/04/19 05:20:42,0.000
12064,23/04/19 05:25:42,0.000
12065,23/04/19 05:30:42,0.000
12066,23/04/19 05:35:42,0.000
12067,23/04/19 05:40:42,0.000
12068,23/04/19 05:45:42,0.000
12069,23/04/19 05:50:42,0.000
12070,23/04/19 05:55:42,0.000
12071,23/04/19 06:00:42,0.000
12072,23/04/19 06:05:42,0.000
12073,23/04/19 06:10:42,0.000
12074,23/04/19 06:15:42,0.000
12075,23/04/19 06:20:42,0.000
12076,23/04/19 06:25:42,0.000
12077,23/04/19 06:30:42,0.000
12078,23/04/19 06:35:42,0.000
12079,23/04/19 06:40:42,0.000
12080,23/04/19 06:45:42,0.000
12081,23/04/19 06:50:42,0.000
12082,23/04/19 06:55:42,0.000
12083,23/04/19 07:00:42,0.000
12084,23/04/19 07:05:42,0.000
12085,23/04/19 07:10:42,0.000
12086,23/04/19 07:15:42,0.000
12087,23/04/19 07:20:42,0.000
12088,23/04/19 07:25:42,0.000
12089,23/04/19 07:30:42,0.000
12090,23/04/19 07:35:42,0.000
12091,23/04/19 07:40:42,0.000
12092,23/04/19 07:45:42,0.000
12093,23/04/19 07:50:42,0.000
12094,23/04/19 07:55:42,0.000
12095,23/04/19 08:00:42,0.000
12096,23/04/19 08:05:42,0.000
12097,23/04/19 08:10:42,0.000
12098,23/04/19 08:15:42,0.000
12099,23/04/19 08:20:42,0.000
12100,23/04/19 08:25:42,0.000
12101,23/04/19 08:30:42,0.000
12102,23/04/19 08:35:42,0.000
12103,23/04/19 08:40:42,0.000
12104,23/04/19 08:45:42,0.000
12105,23/04/19 08:50:42,0.000
12106,23/04/19 08:55:42,0.000
12107,23/04/19 09:00:42,0.000
12108,23/04/19 09:05:42,0.000
12109,23/04/19 09:10:42,0.000
12110,23/04/19 09:15:42,0.000
12111,23/04/19 09:20:42,0.000
12112,23/04/19 09:25:42,0.000
12113,23/04/19 09:30:42,0.000
12114,23/04/19 09:35:42,0.000
12115,23/04/19 09:40:42,0.000
12116,23/04/19 09:45:42,0.000
12117,23/04/19 09:50:42,0.000
12118,23/04/19 09:55:42,0.000
12119,23/04/19 10:00:42,0.000
12120,23/04/19 10:05:42,0.000
12121,23/04/19 10:10:42,0.000
12122,23/04/19 10:15:42,0.000
12123,23/04/19 10:20:42,0.000
12124,23/04/19 10:25:42,0.000
12125,23/04/19 10:30:42,0.000
12126,23/04/19 10:35:42,0.000
12127,23/04/19 10:40:42,0.000
12128,23/04/19 10:45:42,0.000
12129,23/04/19 10:50:42,0.000
12130,23/04/19 10:55:42,0.000
12131,23/04/19 11:00:42,0.000
12132,23/04/19 11:05:42,0.000
12133,23/04/19 11:10:42,0.000
12134,23/04/19 11:15:42,0.000
12135,23/04/19 11:20:42,0.000
12136,23/04/19 11:25:42,0.000
12137,23/04/19 11:30:42,0.000
12138,23/04/19 11:35:42,0.000
12139,23/04/19 11:40:42,0.000
12140,23/04/19 11:45:42,0.000
12141,23/04/19 11:50:42,0.000
12142,23/04/19 11:55:42,0.000
12143,23/04/19 12:00:42,0.000
12144,23/04/19 12:05:42,0.000
12145,23/04/19 12:10:42,0.000
12146,23/04/19 12:15:42,0.000
12147,23/04/19 12:20:42,0.000
12148,23/04/19 12:25:42,0.000
12149,23/04/19 12:30:42,0.000
12150,23/04/19 12:35:42,0.000
12151,23/04/19 12:40:42,0.000
12152,23/04/19 12:45:42,0.000
12153,23/04/19 12:50:42,0.000
12154,23/04/19 12:55:42,0.000
12155,23/04/19 13:00:42,0.000
12156,23/04/19 13:05:42,0.000
12157,23/04/19 13:10:42,0.000
12158,23/04/19 13:15:42,0.000
12159,23/04/19 13:20:42,0.000
12160,23/04/19 13:25:42,0.000
12161,23/04/19 13:30:42,0.000
12162,23/04/19 13:35:42,0.000
12163,23/04/19 13:40:42,0.000
12164,23/04/19 13:45:42,0.000
12165,23/04/19 13:50:42,0.000
12166,23/04/19 13:55:42,0.000
12167,23/04/19 14:00:42,0.000
12168,23/04/19 14:05:42,0.000
12169,23/04/19 14:10:42,0.000
12170,23/04/19 14:15:42,0.000
12171,23/04/19 14:20:42,0.000
12172,23/04/19 14:25:42,0.000
12173,23/04/19 14:30:42,0.000
12174,23/04/19 14:35:42,0.000
12175,23/04/19 14:40:42,0.000
12176,23/04/19 14:45:42,0.000
12177,23/04/19 14:50:42,0.000
12178,23/04/19 14:55:42,0.000
12179,23/04/19 15:00:42,0.000
12180,23/04/19 15:05:42,0.000
12181,23/04/19 15:10:42,0.000
12182,23/04/19 15:15:42,0.000
12183,23/04/19 15:20:42,0.000
12184,23/04/19 15:25:42,0.000
12185,23/04/19 15:30:42,0.000
12186,23/04/19 15:35:42,0.000
12187,23/04/19 15:40:42,0.000
12188,23/04/19 15:45:42,0.000
12189,23/04/19 15:50:42,0.000
12190,23/04/19 15:55:42,0.000
12191,23/04/19 16:00:42,0.000
12192,23/04/19 16:05:42,0.000
12193,23/04/19 16:10:42,0.000
12194,23/04/19 16:15:42,0.000
12195,23/04/19 16:20:42,0.000
12196,23/04/19 16:25:42,0.000
12197,23/04/19 16:30:42,0.000
12198,23/04/19 16:35:42,0.000
12199,23/04/19 16:40:42,0.000
12200,23/04/19 16:45:42,0.000
12201,23/04/19 16:50:42,0.000
12202,23/04/19 16:55:42,0.000
12203,23/04/19 17:00:42,0.000
12204,23/04/19 17:05:42,0.000
12205,23/04/19 17:10:42,0.000
12206,23/04/19 17:15:42,0.000
12207,23/04/19 17:20:42,0.000
12208,23/04/19 17:25:42,0.000
12209,23/04/19 17:30:42,0.000
12210,23/04/19 17:35:42,0.000
12211,23/04/19 17:40:42,0.000
12212,23/04/19 17:45:42,0.000
12213,23/04/19 17:50:42,0.000
12214,23/04/19 17:55:42,0.000
12215,23/04/19 18:00:42,0.000
12216,23/04/19 18:05:42,0.000
12217,23/04/19 18:10:42,0.000
12218,23/04/19 18:15:42,0.000
12219,23/04/19 18:20:42,0.000
12220,23/04/19 18:25:42,0.000
12221,23/04/19 18:30:42,0.000
12222,23/04/19 18:35:42,0.000
12223,23/04/19 18:40:42,0.000
12224,23/04/19 18:45:42,0.000
12225,23/04/19 18:50:42,0.000
12226,23/04/19 18:55:42,0.000
12227,23/04/19 19:00:42,0.000
12228,23/04/19 19:05:42,0.000
12229,23/04/19 19:10:42,0.000
12230,23/04/19 19:15:42,0.000
12231,23/04/19 19:20:42,0.000
12232,23/04/19 19:25:42,0.000
12233,23/04/19 19:30:42,0.000
12234,23/04/19 19:35:42,0.000
12235,23/04/19 19:40:42,0.000
12236,23/04/19 19:45:42,0.000
12237,23/04/19 19:50:42,0.000
12238,23/04/19 19:55:42,0.000
12239,23/04/19 20:00:42,0.000
12240,23/04/19 20:05:42,0.000
12241,23/04/19 20:10:42,0.000
12242,23/04/19 20:15:42,0.000
12243,23/04/19 20:20:42,0.000
12244,23/04/19 20:25:42,0.000
12245,23/04/19 20:30:42,0.000
12246,23/04/19 20:35:42,0.000
12247,23/04/19 20:40:42,0.000
12248,23/04/19 20:45:42,0.000
12249,23/04/19 20:50:42,0.000
12250,23/04/19 20:55:42,0.000
12251,23/04/19 21:00:42,0.000
12252,23/04/19 21:05:42,0.000
12253,23/04/19 21:10:42,0.000
12254,23/04/19 21:15:42,0.000
12255,23/04/19 21:20:42,0.000
12256,23/04/19 21:25:42,0.000
12257,23/04/19 21:30:42,0.000
12258,23/04/19 21:35:42,0.000
12259,23/04/19 21:40:42,0.000
12260,23/04/19 21:45:42,0.000
12261,23/04/19 21:50:42,0.000
12262,23/04/19 21:55:42,0.000
12263,23/04/19 22:00:42,0.000
12264,23/04/19 22:05:42,0.000
12265,23/04/19 22:10:42,0.000
12266,23/04/19 22:15:42,0.000
12267,23/04/19 22:20:42,0.000
12268,23/04/19 22:25:42,0.000
12269,23/04/19 22:30:42,0.000
12270,23/04/19 22:35:42,0.000
12271,23/04/19 22:40:42,0.000
12272,23/04/19 22:45:42,0.000
12273,23/04/19 22:50:42,0.000
12274,23/04/19 22:55:42,0.000
12275,23/04/19 23:00:42,0.000
12276,23/04/19 23:05:42,0.000
12277,23/04/19 23:10:42,0.000
12278,23/04/19 23:15:42,0.000
12279,23/04/19 23:20:42,0.000
12280,23/04/19 23:25:42,0.000
12281,23/04/19 23:30:42,0.000
12282,23/04/19 23:35:42,0.000
12283,23/04/19 23:40:42,0.000
12284,23/04/19 23:45:42,0.000
12285,23/04/19 23:50:42,0.000
12286,23/04/19 23:55:42,0.000
12287,23/04/20 00:00:42,0.000
12288,23/04/20 00:05:42,0.000
12289,23/04/20 00:10:42,0.000
12290,23/04/20 00:15:42,0.000
12291,23/04/20 00:20:42,0.000
12292,23/04/20 00:25:42,0.000
12293,23/04/20 00:30:42,0.000
12294,23/04/20 00:35:42,0.000
12295,23/04/20 00:40:42,0.000
12296,23/04/20 00:45:42,0.000
12297,23/04/20 00:50:42,0.000
12298,23/04/20 00:55:42,0.000
12299,23/04/20 01:00:42,0.000
12300,23/04/20 01:05:42,0.000
12301,23/04/20 01:10:42,0.000
12302,23/04/20 01:15:42,0.000
12303,23/04/20 01:20:42,0.000
12304,23/04/20 01:25:42,0.000
12305,23/04/20 01:30:42,0.000
12306,23/04/20 01:35:42,0.000
12307,23/04/20 01:40:42,0.000
12308,23/04/20 01:45:42,0.000
12309,23/04/20 01:50:42,0.000
12310,23/04/20 01:55:42,0.000
12311,23/04/20 02:00:42,0.000
12312,23/04/20 02:05:42,0.000
12313,23/04/20 02:10:42,0.000
12314,23/04/20 02:15:42,0.000
12315,23/04/20 02:20:42,0.000
12316,23/04/20 02:25:42,0.000
12317,23/04/20 02:30:42,0.000
12318,23/04/20 02:35:42,0.000
12319,23/04/20 02:40:42,0.000
12320,23/04/20 02:45:42,0.000
12321,23/04/20 02:50:42,0.000
12322,23/04/20 02:55:42,0.000
12323,23/04/20 03:00:42,0.000
12324,23/04/20 03:05:42,0.000
12325,23/04/20 03:10:42,0.000
12326,23/04/20 03:15:42,0.000
12327,23/04/20 03:20:42,0.000
12328,23/04/20 03:25:42,0.000
12329,23/04/20 03:30:42,0.000
12330,23/04/20 03:35:42,0.000
12331,23/04/20 03:40:42,0.000
12332,23/04/20 03:45:42,0.000
12333,23/04/20 03:50:42,0.000
12334,23/04/20 03:55:42,0.000
12335,23/04/20 04:00:42,0.000
12336,23/04/20 04:05:42,0.000
12337,23/04/20 04:10:42,0.000
12338,23/04/20 04:15:42,0.000
12339,23/04/20 04:20:42,0.000
12340,23/04/20 04:25:42,0.000
12341,23/04/20 04:30:42,0.000
12342,23/04/20 04:35:42,0.000
12343,23/04/20 04:40:42,0.000
12344,23/04/20 04:45:42,0.000
12345,23/04/20 04:50:42,0.000
12346,23/04/20 04:55:42,0.000
12347,23/04/20 05:00:42,0.000
12348,23/04/20 05:05:42,0.000
12349,23/04/20 05:10:42,0.000
12350,23/04/20 05:15:42,0.000
12351,23/04/20 05:20:42,0.000
12352,23/04/20 05:25:42,0.000
12353,23/04/20 05:30:42,0.000
12354,23/04/20 05:35:42,0.000
12355,23/04/20 05:40:42,0.000
12356,23/04/20 05:45:42,0.000
12357,23/04/20 05:50:42,0.000
12358,23/04/20 05:55:42,0.000
12359,23/04/20 06:00:42,0.000
12360,23/04/20 06:05:42,0.000
12361,23/04/20 06:10:42,0.000
12362,23/04/20 06:15:42,0.000
12363,23/04/20 06:20:42,0.000
12364,23/04/20 06:25:42,0.000
12365,23/04/20 06:30:42,0.000
12366,23/04/20 06:35:42,0.000
12367,23/04/20 06:40:42,0.000
12368,23/04/20 06:45:42,0.000
12369,23/04/20 06:50:42,0.000
12370,23/04/20 06:55:42,0.000
12371,23/04/20 07:00:42,0.000
12372,23/04/20 07:05:42,0.000
12373,23/04/20 07:10:42,0.000
12374,23/04/20 07:15:42,0.000
12375,23/04/20 07:20:42,0.000
12376,23/04/20 07:25:42,0.000
12377,23/04/20 07:30:42,0.000
12378,23/04/20 07:35:42,0.000
12379,23/04/20 07:40:42,0.000
12380,23/04/20 07:45:42,0.000
12381,23/04/20 07:50:42,0.000
12382,23/04/20 07:55:42,0.000
12383,23/04/20 08:00:42,0.000
12384,23/04/20 08:05:42,0.000
12385,23/04/20 08:10:42,0.000
12386,23/04/20 08:15:42,0.000
12387,23/04/20 08:20:42,0.000
12388,23/04/20 08:25:42,0.000
12389,23/04/20 08:30:42,0.000
12390,23/04/20 08:35:42,0.000
12391,23/04/20 08:40:42,0.000
12392,23/04/20 08:45:42,0.000
12393,23/04/20 08:50:42,0.000
12394,23/04/20 08:55:42,0.000
12395,23/04/20 09:00:42,0.000
12396,23/04/20 09:05:42,0.000
12397,23/04/20 09:10:42,0.000
12398,23/04/20 09:15:42,0.000
12399,23/04/20 09:20:42,0.000
12400,23/04/20 09:25:42,0.000
12401,23/04/20 09:30:42,0.000
12402,23/04/20 09:35:42,0.000
12403,23/04/20 09:40:42,0.000
12404,23/04/20 09:45:42,0.000
12405,23/04/20 09:50:42,0.000
12406,23/04/20 09:55:42,0.000
12407,23/04/20 10:00:42,0.000
12408,23/04/20 10:05:42,0.000
12409,23/04/20 10:10:42,0.000
12410,23/04/20 10:15:42,0.000
12411,23/04/20 10:20:42,0.000
12412,23/04/20 10:25:42,0.000
12413,23/04/20 10:30:42,0.000
12414,23/04/20 10:35:42,0.000
12415,23/04/20 10:40:42,0.000
12416,23/04/20 10:45:42,0.000
12417,23/04/20 10:50:42,0.000
12418,23/04/20 10:55:42,0.000
12419,23/04/20 11:00:42,0.000
12420,23/04/20 11:05:42,0.000
12421,23/04/20 11:10:42,0.000
12422,23/04/20 11:15:42,0.000
12423,23/04/20 11:20:42,0.000
12424,23/04/20 11:25:42,0.000
12425,23/04/20 11:30:42,0.000
12426,23/04/20 11:35:42,0.000
12427,23/04/20 11:40:42,0.000
12428,23/04/20 11:45:42,0.000
12429,23/04/20 11:50:42,0.000
12430,23/04/20 11:55:42,0.000
12431,23/04/20 12:00:42,0.000
12432,23/04/20 12:05:42,0.000
12433,23/04/20 12:10:42,0.000
12434,23/04/20 12:15:42,0.000
12435,23/04/20 12:20:42,0.000
12436,23/04/20 12:25:42,0.000
12437,23/04/20 12:30:42,0.000
12438,23/04/20 12:35:42,0.000
12439,23/04/20 12:40:42,0.000
12440,23/04/20 12:45:42,0.000
12441,23/04/20 12:50:42,0.000
12442,23/04/20 12:55:42,0.000
12443,23/04/20 13:00:42,0.000
12444,23/04/20 13:05:42,0.000
12445,23/04/20 13:10:42,0.000
12446,23/04/20 13:15:42,0.000
12447,23/04/20 13:20:42,0.000
12448,23/04/20 13:25:42,0.000
12449,23/04/20 13:30:42,0.000
12450,23/04/20 13:35:42,0.000
12451,23/04/20 13:40:42,0.000
12452,23/04/20 13:45:42,0.000
12453,23/04/20 13:50:42,0.000
12454,23/04/20 13:55:42,0.000
12455,23/04/20 14:00:42,0.000
12456,23/04/20 14:05:42,0.000
12457,23/04/20 14:10:42,0.000
12458,23/04/20 14:15:42,0.000
12459,23/04/20 14:20:42,0.000
12460,23/04/20 14:25:42,0.000
12461,23/04/20 14:30:42,0.000
12462,23/04/20 14:35:42,0.000
12463,23/04/20 14:40:42,0.000
12464,23/04/20 14:45:42,0.000
12465,23/04/20 14:50:42,0.000
12466,23/04/20 14:55:42,0.000
12467,23/04/20 15:00:42,0.000
12468,23/04/20 15:05:42,0.000
12469,23/04/20 15:10:42,0.000
12470,23/04/20 15:15:42,0.000
12471,23/04/20 15:20:42,0.000
12472,23/04/20 15:25:42,0.000
12473,23/04/20 15:30:42,0.000
12474,23/04/20 15:35:42,0.000
12475,23/04/20 15:40:42,0.000
12476,23/04/20 15:45:42,0.000
12477,23/04/20 15:50:42,0.000
12478,23/04/20 15:55:42,0.000
12479,23/04/20 16:00:42,0.000
12480,23/04/20 16:05:42,0.000
12481,23/04/20 16:10:42,0.000
12482,23/04/20 16:15:42,0.000
12483,23/04/20 16:20:42,0.000
12484,23/04/20 16:25:42,0.000
12485,23/04/20 16:30:42,0.000
12486,23/04/20 16:35:42,0.000
12487,23/04/20 16:40:42,0.000
12488,23/04/20 16:45:42,0.000
12489,23/04/20 16:50:42,0.000
12490,23/04/20 16:55:42,0.000
12491,23/04/20 17:00:42,0.000
12492,23/04/20 17:05:42,0.000
12493,23/04/20 17:10:42,0.000
12494,23/04/20 17:15:42,0.000
12495,23/04/20 17:20:42,0.000
12496,23/04/20 17:25:42,0.000
12497,23/04/20 17:30:42,0.000
12498,23/04/20 17:35:42,0.000
12499,23/04/20 17:40:42,0.000
12500,23/04/20 17:45:42,0.000
